 format: day,hour,forecast,value  location:60_37 Start : 20160101 
 6,2000,+46,20.000000 
 6,2000,+49,20.000000 
 6,2000,+52,20.000000 
 6,2000,+55,20.000000 
 6,2000,+58,20.000000 
 6,2000,+61,20.000000 
 6,2000,+64,20.000000 
 6,2000,+67,20.000000 
 6,2300,+4,20.000000 
 6,2300,+7,20.000000 
 6,2300,+10,20.000000 
 6,2300,+13,20.000000 
 6,2300,+16,20.000000 
 6,2300,+19,30.000000 
 6,2300,+22,30.000000 
 6,2300,+25,30.000000 
 6,2300,+28,61.000000 
 6,2300,+31,61.000000 
 6,2300,+34,30.000000 
 6,2300,+37,30.000000 
 6,2300,+40,30.000000 
 6,2300,+43,20.000000 
 6,2300,+46,20.000000 
 6,2300,+49,20.000000 
 6,2300,+52,20.000000 
 6,2300,+55,20.000000 
 6,2300,+58,20.000000 
 6,2300,+61,20.000000 
 6,2300,+64,20.000000 
 7,0200,+4,20.000000 
 7,0200,+7,20.000000 
 7,0200,+10,20.000000 
 7,0200,+13,20.000000 
 7,0200,+16,30.000000 
 7,0200,+19,30.000000 
 7,0200,+22,30.000000 
 7,0200,+25,61.000000 
 7,0200,+28,61.000000 
 7,0200,+31,30.000000 
 7,0200,+34,30.000000 
 7,0200,+37,30.000000 
 7,0200,+40,20.000000 
 7,0200,+43,20.000000 
 7,0200,+46,20.000000 
 7,0200,+49,20.000000 
 7,0200,+52,20.000000 
 7,0200,+55,20.000000 
 7,0200,+58,20.000000 
 7,0200,+61,20.000000 
 7,0500,+4,20.000000 
 7,0500,+7,20.000000 
 7,0500,+10,20.000000 
 7,0500,+13,30.000000 
 7,0500,+16,30.000000 
 7,0500,+19,30.000000 
 7,0500,+22,61.000000 
 7,0500,+25,61.000000 
 7,0500,+28,30.000000 
 7,0500,+31,30.000000 
 7,0500,+34,30.000000 
 7,0500,+37,20.000000 
 7,0500,+40,20.000000 
